ng_range	score	w_comp	vaf_range 	TP	FP	TN	FN	FN_u	FN_o	sens.	spec.	acc.	youden	prec.	recall	F1	FDR	mean_youden
8.0_64.0	1.5	0.3	1.0       	48	10	64	2	0	2	0.96	0.865	0.903	0.825	0.828	0.96	0.889	0.172	0.825
8.0_64.0	1.5	0.8	0.7_0.75  	45	10	124	5	0	5	0.9	0.925	0.918	0.825	0.818	0.9	0.857	0.182	0.825
4.0_64.0	1.0	0.0	1.0       	64	4	133	11	0	11	0.853	0.971	0.929	0.824	0.941	0.853	0.895	0.059	0.824
4.0_64.0	1.0	0.1	1.0       	64	4	133	11	0	11	0.853	0.971	0.929	0.824	0.941	0.853	0.895	0.059	0.824
4.0_64.0	1.2	0.6	1.0       	64	4	133	11	0	11	0.853	0.971	0.929	0.824	0.941	0.853	0.895	0.059	0.824
4.0_64.0	1.3	0.8	1.0       	64	4	133	11	0	11	0.853	0.971	0.929	0.824	0.941	0.853	0.895	0.059	0.824
4.0_64.0	1.3	0.9	1.0       	64	4	133	11	0	11	0.853	0.971	0.929	0.824	0.941	0.853	0.895	0.059	0.824
8.0_64.0	1.1	0.5	0.5       	49	9	410	9	0	9	0.845	0.979	0.962	0.824	0.845	0.845	0.845	0.155	0.824
8.0_64.0	1.1	0.1	0.7_0.75  	43	5	129	7	0	7	0.86	0.963	0.935	0.823	0.896	0.86	0.878	0.104	0.823
8.0_64.0	1.1	0.8	0.5       	48	2	417	10	0	10	0.828	0.995	0.975	0.823	0.96	0.828	0.889	0.04	0.823
8.0_64.0	1.2	0.3	0.7_0.75  	43	5	129	7	0	7	0.86	0.963	0.935	0.823	0.896	0.86	0.878	0.104	0.823
8.0_64.0	1.2	0.4	0.7_0.75  	43	5	129	7	0	7	0.86	0.963	0.935	0.823	0.896	0.86	0.878	0.104	0.823
8.0_64.0	1.2	0.5	0.7_0.75  	43	5	129	7	0	7	0.86	0.963	0.935	0.823	0.896	0.86	0.878	0.104	0.823
8.0_64.0	1.3	0.6	0.7_0.75  	43	5	129	7	0	7	0.86	0.963	0.935	0.823	0.896	0.86	0.878	0.104	0.823
8.0_64.0	1.3	0.7	0.7_0.75  	43	5	129	7	0	7	0.86	0.963	0.935	0.823	0.896	0.86	0.878	0.104	0.823
8.0_64.0	1.3	0.8	0.7_0.75  	43	5	129	7	0	7	0.86	0.963	0.935	0.823	0.896	0.86	0.878	0.104	0.823
8.0_64.0	1.4	0.8	0.5       	52	31	388	6	0	6	0.897	0.926	0.922	0.823	0.627	0.897	0.738	0.373	0.823
8.0_64.0	1.4	0.9	0.7_0.75  	43	5	129	7	0	7	0.86	0.963	0.935	0.823	0.896	0.86	0.878	0.104	0.823
8.0_64.0	1.4	1.0	0.7_0.75  	43	5	129	7	0	7	0.86	0.963	0.935	0.823	0.896	0.86	0.878	0.104	0.823
4.0_64.0	1.1	0.1	0.7_0.75  	64	8	247	11	0	11	0.853	0.969	0.942	0.822	0.889	0.853	0.871	0.111	0.822
4.0_64.0	1.2	0.4	0.7_0.75  	64	8	247	11	0	11	0.853	0.969	0.942	0.822	0.889	0.853	0.871	0.111	0.822
4.0_64.0	1.2	0.5	0.7_0.75  	64	8	247	11	0	11	0.853	0.969	0.942	0.822	0.889	0.853	0.871	0.111	0.822
4.0_64.0	1.3	0.6	0.7_0.75  	64	8	247	11	0	11	0.853	0.969	0.942	0.822	0.889	0.853	0.871	0.111	0.822
4.0_64.0	1.3	0.7	0.7_0.75  	64	8	247	11	0	11	0.853	0.969	0.942	0.822	0.889	0.853	0.871	0.111	0.822
4.0_64.0	1.3	0.8	0.7_0.75  	64	8	247	11	0	11	0.853	0.969	0.942	0.822	0.889	0.853	0.871	0.111	0.822
4.0_64.0	1.4	0.9	0.7_0.75  	64	8	247	11	0	11	0.853	0.969	0.942	0.822	0.889	0.853	0.871	0.111	0.822
4.0_64.0	1.4	1.0	0.7_0.75  	64	8	247	11	0	11	0.853	0.969	0.942	0.822	0.889	0.853	0.871	0.111	0.822
8.0_64.0	1.1	0.7	0.5       	48	3	416	10	0	10	0.828	0.993	0.973	0.821	0.941	0.828	0.881	0.059	0.821
8.0_64.0	1.2	1.0	0.5       	48	3	416	10	0	10	0.828	0.993	0.973	0.821	0.941	0.828	0.881	0.059	0.821
4.0_64.0	0.8	0.4	1.0       	62	1	136	13	0	13	0.827	0.993	0.934	0.82	0.984	0.827	0.899	0.016	0.82
4.0_64.0	0.9	0.7	1.0       	62	1	136	13	0	13	0.827	0.993	0.934	0.82	0.984	0.827	0.899	0.016	0.82
4.0_64.0	0.9	0.8	1.0       	62	1	136	13	0	13	0.827	0.993	0.934	0.82	0.984	0.827	0.899	0.016	0.82
4.0_64.0	1.0	1.0	1.0       	62	1	136	13	0	13	0.827	0.993	0.934	0.82	0.984	0.827	0.899	0.016	0.82
8.0_64.0	1.2	0.1	0.7_0.75  	44	8	126	6	0	6	0.88	0.94	0.924	0.82	0.846	0.88	0.863	0.154	0.82
8.0_64.0	1.3	0.4	0.7_0.75  	44	8	126	6	0	6	0.88	0.94	0.924	0.82	0.846	0.88	0.863	0.154	0.82
8.0_64.0	1.4	0.6	0.7_0.75  	44	8	126	6	0	6	0.88	0.94	0.924	0.82	0.846	0.88	0.863	0.154	0.82
8.0_64.0	1.0	0.2	0.5       	49	11	408	9	0	9	0.845	0.974	0.958	0.819	0.817	0.845	0.831	0.183	0.819
8.0_64.0	1.1	0.3	0.5       	50	18	401	8	0	8	0.862	0.957	0.945	0.819	0.735	0.862	0.793	0.265	0.819
8.0_64.0	0.9	0.0	0.7_0.75  	42	3	131	8	0	8	0.84	0.978	0.94	0.818	0.933	0.84	0.884	0.067	0.818
8.0_64.0	1.0	0.1	0.7_0.75  	42	3	131	8	0	8	0.84	0.978	0.94	0.818	0.933	0.84	0.884	0.067	0.818
8.0_64.0	1.0	0.2	0.7_0.75  	42	3	131	8	0	8	0.84	0.978	0.94	0.818	0.933	0.84	0.884	0.067	0.818
8.0_64.0	1.0	0.3	0.7_0.75  	42	3	131	8	0	8	0.84	0.978	0.94	0.818	0.933	0.84	0.884	0.067	0.818
8.0_64.0	1.1	0.5	0.7_0.75  	42	3	131	8	0	8	0.84	0.978	0.94	0.818	0.933	0.84	0.884	0.067	0.818
8.0_64.0	1.1	0.6	0.7_0.75  	42	3	131	8	0	8	0.84	0.978	0.94	0.818	0.933	0.84	0.884	0.067	0.818
8.0_64.0	1.3	0.5	0.5       	52	33	386	6	0	6	0.897	0.921	0.918	0.818	0.612	0.897	0.728	0.388	0.818
8.0_64.0	1.4	0.1	0.7_0.75  	48	19	115	2	0	2	0.96	0.858	0.886	0.818	0.716	0.96	0.82	0.284	0.818
8.0_64.0	1.5	0.4	0.7_0.75  	48	19	115	2	0	2	0.96	0.858	0.886	0.818	0.716	0.96	0.82	0.284	0.818
4.0_64.0	1.1	0.2	1.0       	64	5	132	11	0	11	0.853	0.964	0.925	0.817	0.928	0.853	0.889	0.072	0.817
4.0_64.0	1.1	0.3	1.0       	64	5	132	11	0	11	0.853	0.964	0.925	0.817	0.928	0.853	0.889	0.072	0.817
4.0_64.0	1.2	0.5	1.0       	64	5	132	11	0	11	0.853	0.964	0.925	0.817	0.928	0.853	0.889	0.072	0.817
4.0_64.0	1.3	1.0	0.7_0.75  	63	6	249	12	0	12	0.84	0.976	0.945	0.816	0.913	0.84	0.875	0.087	0.816
8.0_64.0	1.5	0.0	0.7_0.75  	49	22	112	1	0	1	0.98	0.836	0.875	0.816	0.69	0.98	0.81	0.31	0.816
8.0_64.0	1.5	0.1	0.7_0.75  	49	22	112	1	0	1	0.98	0.836	0.875	0.816	0.69	0.98	0.81	0.31	0.816
4.0_64.0	1.0	0.0	0.7_0.75  	63	7	248	12	0	12	0.84	0.973	0.942	0.813	0.9	0.84	0.869	0.1	0.813
4.0_64.0	1.2	0.6	0.7_0.75  	63	7	248	12	0	12	0.84	0.973	0.942	0.813	0.9	0.84	0.869	0.1	0.813
4.0_64.0	1.3	0.9	0.7_0.75  	63	7	248	12	0	12	0.84	0.973	0.942	0.813	0.9	0.84	0.869	0.1	0.813
8.0_64.0	1.1	0.0	0.5       	52	35	384	6	0	6	0.897	0.916	0.914	0.813	0.598	0.897	0.718	0.402	0.813
8.0_64.0	1.0	0.1	0.5       	49	14	405	9	0	9	0.845	0.967	0.952	0.812	0.778	0.845	0.81	0.222	0.812
4.0_64.0	1.2	0.9	0.7_0.75  	62	4	251	13	0	13	0.827	0.984	0.948	0.811	0.939	0.827	0.879	0.061	0.811
8.0_64.0	1.4	0.1	1.0       	48	11	63	2	0	2	0.96	0.851	0.895	0.811	0.814	0.96	0.881	0.186	0.811
8.0_64.0	1.5	1.0	0.5       	52	36	383	6	0	6	0.897	0.914	0.912	0.811	0.591	0.897	0.713	0.409	0.811
8.0_64.0	0.9	0.5	0.5       	47	0	419	11	0	11	0.81	1.0	0.977	0.81	1.0	0.81	0.895	0.0	0.81
8.0_64.0	1.0	0.0	0.7_0.75  	42	4	130	8	0	8	0.84	0.97	0.935	0.81	0.913	0.84	0.875	0.087	0.81
8.0_64.0	1.0	0.7	0.5       	47	0	419	11	0	11	0.81	1.0	0.977	0.81	1.0	0.81	0.895	0.0	0.81
8.0_64.0	1.0	0.8	0.5       	47	0	419	11	0	11	0.81	1.0	0.977	0.81	1.0	0.81	0.895	0.0	0.81
8.0_64.0	1.1	0.3	0.7_0.75  	42	4	130	8	0	8	0.84	0.97	0.935	0.81	0.913	0.84	0.875	0.087	0.81
8.0_64.0	1.1	0.4	0.7_0.75  	42	4	130	8	0	8	0.84	0.97	0.935	0.81	0.913	0.84	0.875	0.087	0.81
8.0_64.0	1.1	0.9	0.5       	47	0	419	11	0	11	0.81	1.0	0.977	0.81	1.0	0.81	0.895	0.0	0.81
8.0_64.0	1.1	1.0	0.5       	47	0	419	11	0	11	0.81	1.0	0.977	0.81	1.0	0.81	0.895	0.0	0.81
8.0_64.0	1.2	0.7	0.7_0.75  	42	4	130	8	0	8	0.84	0.97	0.935	0.81	0.913	0.84	0.875	0.087	0.81
8.0_64.0	1.2	0.8	0.7_0.75  	42	4	130	8	0	8	0.84	0.97	0.935	0.81	0.913	0.84	0.875	0.087	0.81
4.0_64.0	1.1	0.0	1.0       	65	8	129	10	0	10	0.867	0.942	0.915	0.809	0.89	0.867	0.878	0.11	0.809
4.0_64.0	1.1	0.2	0.7_0.75  	63	8	247	12	0	12	0.84	0.969	0.939	0.809	0.887	0.84	0.863	0.113	0.809
4.0_64.0	1.2	0.3	1.0       	65	8	129	10	0	10	0.867	0.942	0.915	0.809	0.89	0.867	0.878	0.11	0.809
4.0_64.0	1.3	0.5	1.0       	65	8	129	10	0	10	0.867	0.942	0.915	0.809	0.89	0.867	0.878	0.11	0.809
4.0_64.0	1.3	0.6	1.0       	65	8	129	10	0	10	0.867	0.942	0.915	0.809	0.89	0.867	0.878	0.11	0.809
4.0_64.0	1.4	0.8	1.0       	65	8	129	10	0	10	0.867	0.942	0.915	0.809	0.89	0.867	0.878	0.11	0.809
8.0_64.0	0.8	0.1	0.5       	47	1	418	11	0	11	0.81	0.998	0.975	0.808	0.979	0.81	0.887	0.021	0.808
8.0_64.0	0.8	0.2	0.5       	47	1	418	11	0	11	0.81	0.998	0.975	0.808	0.979	0.81	0.887	0.021	0.808
8.0_64.0	0.9	0.3	0.5       	47	1	418	11	0	11	0.81	0.998	0.975	0.808	0.979	0.81	0.887	0.021	0.808
8.0_64.0	0.9	0.4	0.5       	47	1	418	11	0	11	0.81	0.998	0.975	0.808	0.979	0.81	0.887	0.021	0.808
8.0_64.0	1.0	0.5	0.5       	47	1	418	11	0	11	0.81	0.998	0.975	0.808	0.979	0.81	0.887	0.021	0.808
8.0_64.0	1.0	0.6	0.5       	47	1	418	11	0	11	0.81	0.998	0.975	0.808	0.979	0.81	0.887	0.021	0.808
4.0_64.0	1.0	0.3	0.7_0.75  	62	5	250	13	0	13	0.827	0.98	0.945	0.807	0.925	0.827	0.873	0.075	0.807
4.0_64.0	1.1	0.6	0.7_0.75  	62	5	250	13	0	13	0.827	0.98	0.945	0.807	0.925	0.827	0.873	0.075	0.807
4.0_64.0	0.7	0.0	1.0       	61	1	136	14	0	14	0.813	0.993	0.929	0.806	0.984	0.813	0.89	0.016	0.806
4.0_64.0	0.7	0.1	1.0       	61	1	136	14	0	14	0.813	0.993	0.929	0.806	0.984	0.813	0.89	0.016	0.806
8.0_64.0	0.7	0.0	1.0       	41	1	73	9	0	9	0.82	0.986	0.919	0.806	0.976	0.82	0.891	0.024	0.806
8.0_64.0	0.7	0.1	1.0       	41	1	73	9	0	9	0.82	0.986	0.919	0.806	0.976	0.82	0.891	0.024	0.806
8.0_64.0	0.7	0.2	1.0       	41	1	73	9	0	9	0.82	0.986	0.919	0.806	0.976	0.82	0.891	0.024	0.806
8.0_64.0	0.8	0.5	1.0       	41	1	73	9	0	9	0.82	0.986	0.919	0.806	0.976	0.82	0.891	0.024	0.806
8.0_64.0	1.2	0.2	0.5       	52	38	381	6	0	6	0.897	0.909	0.908	0.806	0.578	0.897	0.703	0.422	0.806
8.0_64.0	1.5	1.0	1.0       	43	4	70	7	0	7	0.86	0.946	0.911	0.806	0.915	0.86	0.887	0.085	0.806
8.0_64.0	0.8	0.0	0.5       	47	2	417	11	0	11	0.81	0.995	0.973	0.805	0.959	0.81	0.878	0.041	0.805
8.0_64.0	0.9	0.0	0.5       	48	10	409	10	0	10	0.828	0.976	0.958	0.804	0.828	0.828	0.828	0.172	0.804
8.0_64.0	1.4	0.7	0.5       	52	39	380	6	0	6	0.897	0.907	0.906	0.804	0.571	0.897	0.698	0.429	0.804
4.0_64.0	0.9	0.0	0.7_0.75  	62	6	249	13	0	13	0.827	0.976	0.942	0.803	0.912	0.827	0.867	0.088	0.803
4.0_64.0	1.0	0.1	0.7_0.75  	62	6	249	13	0	13	0.827	0.976	0.942	0.803	0.912	0.827	0.867	0.088	0.803
4.0_64.0	1.0	0.2	0.7_0.75  	62	6	249	13	0	13	0.827	0.976	0.942	0.803	0.912	0.827	0.867	0.088	0.803
4.0_64.0	1.1	0.5	0.7_0.75  	62	6	249	13	0	13	0.827	0.976	0.942	0.803	0.912	0.827	0.867	0.088	0.803
4.0_64.0	1.2	0.8	0.7_0.75  	62	6	249	13	0	13	0.827	0.976	0.942	0.803	0.912	0.827	0.867	0.088	0.803
8.0_64.0	0.9	0.2	0.5       	47	3	416	11	0	11	0.81	0.993	0.971	0.803	0.94	0.81	0.87	0.06	0.803
8.0_64.0	1.1	0.2	0.7_0.75  	42	5	129	8	0	8	0.84	0.963	0.929	0.803	0.894	0.84	0.866	0.106	0.803
4.0_64.0	1.1	0.1	1.0       	64	7	130	11	0	11	0.853	0.949	0.915	0.802	0.901	0.853	0.876	0.099	0.802
4.0_64.0	1.2	0.4	1.0       	64	7	130	11	0	11	0.853	0.949	0.915	0.802	0.901	0.853	0.876	0.099	0.802
4.0_64.0	1.3	0.7	1.0       	64	7	130	11	0	11	0.853	0.949	0.915	0.802	0.901	0.853	0.876	0.099	0.802
4.0_64.0	1.4	1.0	1.0       	64	7	130	11	0	11	0.853	0.949	0.915	0.802	0.901	0.853	0.876	0.099	0.802
4.0_64.0	1.1	0.3	0.7_0.75  	62	7	248	13	0	13	0.827	0.973	0.939	0.8	0.899	0.827	0.861	0.101	0.8
4.0_64.0	1.1	0.4	0.7_0.75  	62	7	248	13	0	13	0.827	0.973	0.939	0.8	0.899	0.827	0.861	0.101	0.8
4.0_64.0	1.2	0.7	0.7_0.75  	62	7	248	13	0	13	0.827	0.973	0.939	0.8	0.899	0.827	0.861	0.101	0.8
8.0_64.0	1.0	0.8	0.7_0.75  	40	0	134	10	0	10	0.8	1.0	0.946	0.8	1.0	0.8	0.889	0.0	0.8
8.0_64.0	1.0	0.9	0.7_0.75  	40	0	134	10	0	10	0.8	1.0	0.946	0.8	1.0	0.8	0.889	0.0	0.8
8.0_64.0	1.0	1.0	0.7_0.75  	40	0	134	10	0	10	0.8	1.0	0.946	0.8	1.0	0.8	0.889	0.0	0.8
8.0_64.0	1.1	1.0	0.7_0.75  	40	0	134	10	0	10	0.8	1.0	0.946	0.8	1.0	0.8	0.889	0.0	0.8
8.0_64.0	1.1	0.1	1.0       	42	3	71	8	0	8	0.84	0.959	0.911	0.799	0.933	0.84	0.884	0.067	0.799
8.0_64.0	1.2	0.4	1.0       	42	3	71	8	0	8	0.84	0.959	0.911	0.799	0.933	0.84	0.884	0.067	0.799
8.0_64.0	1.3	0.7	1.0       	42	3	71	8	0	8	0.84	0.959	0.911	0.799	0.933	0.84	0.884	0.067	0.799
8.0_64.0	1.4	1.0	1.0       	42	3	71	8	0	8	0.84	0.959	0.911	0.799	0.933	0.84	0.884	0.067	0.799
8.0_64.0	0.9	0.1	0.5       	47	5	414	11	0	11	0.81	0.988	0.966	0.798	0.904	0.81	0.854	0.096	0.798
8.0_64.0	1.0	0.4	0.5       	47	5	414	11	0	11	0.81	0.988	0.966	0.798	0.904	0.81	0.854	0.096	0.798
8.0_64.0	1.4	0.0	1.0       	48	12	62	2	0	2	0.96	0.838	0.887	0.798	0.8	0.96	0.873	0.2	0.798
8.0_64.0	1.5	0.0	1.0       	48	12	62	2	0	2	0.96	0.838	0.887	0.798	0.8	0.96	0.873	0.2	0.798
8.0_64.0	1.5	0.1	1.0       	48	12	62	2	0	2	0.96	0.838	0.887	0.798	0.8	0.96	0.873	0.2	0.798
8.0_64.0	1.5	0.2	1.0       	48	12	62	2	0	2	0.96	0.838	0.887	0.798	0.8	0.96	0.873	0.2	0.798
8.0_64.0	1.0	0.0	0.5       	49	20	399	9	0	9	0.845	0.952	0.939	0.797	0.71	0.845	0.772	0.29	0.797
4.0_64.0	1.1	1.0	0.7_0.75  	60	1	254	15	0	15	0.8	0.996	0.952	0.796	0.984	0.8	0.883	0.016	0.796
4.0_64.0	1.4	0.9	1.0       	64	8	129	11	0	11	0.853	0.942	0.91	0.795	0.889	0.853	0.871	0.111	0.795
4.0_64.0	0.7	0.2	1.0       	60	1	136	15	0	15	0.8	0.993	0.925	0.793	0.984	0.8	0.883	0.016	0.793
4.0_64.0	0.8	0.5	1.0       	60	1	136	15	0	15	0.8	0.993	0.925	0.793	0.984	0.8	0.883	0.016	0.793
8.0_64.0	0.7	0.0	0.5       	46	0	419	12	0	12	0.793	1.0	0.975	0.793	1.0	0.793	0.885	0.0	0.793
8.0_64.0	0.8	0.0	0.7_0.75  	40	1	133	10	0	10	0.8	0.993	0.94	0.793	0.976	0.8	0.879	0.024	0.793
8.0_64.0	0.8	0.3	0.5       	46	0	419	12	0	12	0.793	1.0	0.975	0.793	1.0	0.793	0.885	0.0	0.793
8.0_64.0	0.9	0.3	0.7_0.75  	40	1	133	10	0	10	0.8	0.993	0.94	0.793	0.976	0.8	0.879	0.024	0.793
8.0_64.0	0.9	0.4	0.7_0.75  	40	1	133	10	0	10	0.8	0.993	0.94	0.793	0.976	0.8	0.879	0.024	0.793
8.0_64.0	0.9	0.5	0.7_0.75  	40	1	133	10	0	10	0.8	0.993	0.94	0.793	0.976	0.8	0.879	0.024	0.793
8.0_64.0	1.0	0.5	0.7_0.75  	40	1	133	10	0	10	0.8	0.993	0.94	0.793	0.976	0.8	0.879	0.024	0.793
8.0_64.0	1.0	0.6	0.7_0.75  	40	1	133	10	0	10	0.8	0.993	0.94	0.793	0.976	0.8	0.879	0.024	0.793
8.0_64.0	1.0	0.7	0.7_0.75  	40	1	133	10	0	10	0.8	0.993	0.94	0.793	0.976	0.8	0.879	0.024	0.793
8.0_64.0	1.1	0.8	0.7_0.75  	40	1	133	10	0	10	0.8	0.993	0.94	0.793	0.976	0.8	0.879	0.024	0.793
8.0_64.0	1.1	0.9	0.7_0.75  	40	1	133	10	0	10	0.8	0.993	0.94	0.793	0.976	0.8	0.879	0.024	0.793
4.0_64.0	1.0	0.5	0.7_0.75  	60	2	253	15	0	15	0.8	0.992	0.948	0.792	0.968	0.8	0.876	0.032	0.792
4.0_64.0	1.0	0.6	0.7_0.75  	60	2	253	15	0	15	0.8	0.992	0.948	0.792	0.968	0.8	0.876	0.032	0.792
4.0_64.0	1.0	0.7	0.7_0.75  	60	2	253	15	0	15	0.8	0.992	0.948	0.792	0.968	0.8	0.876	0.032	0.792
4.0_64.0	1.1	0.8	0.7_0.75  	60	2	253	15	0	15	0.8	0.992	0.948	0.792	0.968	0.8	0.876	0.032	0.792
4.0_64.0	1.1	0.9	0.7_0.75  	60	2	253	15	0	15	0.8	0.992	0.948	0.792	0.968	0.8	0.876	0.032	0.792
4.0_64.0	1.2	0.9	0.5       	70	10	770	17	2	15	0.805	0.987	0.969	0.792	0.875	0.805	0.839	0.125	0.792
8.0_64.0	1.3	0.4	0.5       	52	45	374	6	0	6	0.897	0.893	0.893	0.79	0.536	0.897	0.671	0.464	0.79
4.0_64.0	0.9	0.2	0.7_0.75  	60	3	252	15	0	15	0.8	0.988	0.945	0.788	0.952	0.8	0.869	0.048	0.788
4.0_64.0	1.1	0.7	0.7_0.75  	60	3	252	15	0	15	0.8	0.988	0.945	0.788	0.952	0.8	0.869	0.048	0.788
4.0_64.0	1.2	1.0	0.7_0.75  	60	3	252	15	0	15	0.8	0.988	0.945	0.788	0.952	0.8	0.869	0.048	0.788
4.0_64.0	1.3	0.8	0.5       	72	31	749	15	2	13	0.828	0.96	0.947	0.788	0.699	0.828	0.758	0.301	0.788
4.0_64.0	1.4	1.0	0.5       	72	33	747	15	2	13	0.828	0.958	0.945	0.786	0.686	0.828	0.75	0.314	0.786
8.0_64.0	0.7	0.3	1.0       	40	1	73	10	0	10	0.8	0.986	0.911	0.786	0.976	0.8	0.879	0.024	0.786
8.0_64.0	0.8	0.6	1.0       	40	1	73	10	0	10	0.8	0.986	0.911	0.786	0.976	0.8	0.879	0.024	0.786
8.0_64.0	0.9	0.9	1.0       	40	1	73	10	0	10	0.8	0.986	0.911	0.786	0.976	0.8	0.879	0.024	0.786
8.0_64.0	1.1	0.0	1.0       	42	4	70	8	0	8	0.84	0.946	0.903	0.786	0.913	0.84	0.875	0.087	0.786
8.0_64.0	1.2	0.3	1.0       	42	4	70	8	0	8	0.84	0.946	0.903	0.786	0.913	0.84	0.875	0.087	0.786
8.0_64.0	1.3	0.5	1.0       	42	4	70	8	0	8	0.84	0.946	0.903	0.786	0.913	0.84	0.875	0.087	0.786
8.0_64.0	1.3	0.6	1.0       	42	4	70	8	0	8	0.84	0.946	0.903	0.786	0.913	0.84	0.875	0.087	0.786
8.0_64.0	1.4	0.8	1.0       	42	4	70	8	0	8	0.84	0.946	0.903	0.786	0.913	0.84	0.875	0.087	0.786
8.0_64.0	1.4	0.9	1.0       	42	4	70	8	0	8	0.84	0.946	0.903	0.786	0.913	0.84	0.875	0.087	0.786
4.0_64.0	1.4	0.9	0.5       	73	42	738	14	2	12	0.839	0.946	0.935	0.785	0.635	0.839	0.723	0.365	0.785
8.0_64.0	0.9	0.2	0.7_0.75  	40	2	132	10	0	10	0.8	0.985	0.935	0.785	0.952	0.8	0.869	0.048	0.785
8.0_64.0	1.1	0.7	0.7_0.75  	40	2	132	10	0	10	0.8	0.985	0.935	0.785	0.952	0.8	0.869	0.048	0.785
8.0_64.0	1.2	0.1	0.5       	52	47	372	6	0	6	0.897	0.888	0.889	0.785	0.525	0.897	0.662	0.475	0.785
8.0_64.0	1.2	1.0	0.7_0.75  	40	2	132	10	0	10	0.8	0.985	0.935	0.785	0.952	0.8	0.869	0.048	0.785
8.0_64.0	1.5	0.9	0.5       	52	47	372	6	0	6	0.897	0.888	0.889	0.785	0.525	0.897	0.662	0.475	0.785
4.0_64.0	1.2	0.5	0.5       	72	34	746	15	2	13	0.828	0.956	0.943	0.784	0.679	0.828	0.746	0.321	0.784
4.0_64.0	1.2	0.8	0.5       	70	16	764	17	2	15	0.805	0.979	0.962	0.784	0.814	0.805	0.809	0.186	0.784
4.0_64.0	1.0	0.8	0.7_0.75  	59	1	254	16	0	16	0.787	0.996	0.948	0.783	0.983	0.787	0.874	0.017	0.783
4.0_64.0	1.0	0.9	0.7_0.75  	59	1	254	16	0	16	0.787	0.996	0.948	0.783	0.983	0.787	0.874	0.017	0.783
4.0_64.0	1.0	1.0	0.7_0.75  	59	1	254	16	0	16	0.787	0.996	0.948	0.783	0.983	0.787	0.874	0.017	0.783
4.0_64.0	1.1	0.2	0.5       	72	36	744	15	2	13	0.828	0.954	0.941	0.782	0.667	0.828	0.739	0.333	0.782
4.0_64.0	0.7	0.3	1.0       	59	1	136	16	0	16	0.787	0.993	0.92	0.78	0.983	0.787	0.874	0.017	0.78
4.0_64.0	0.9	0.1	0.7_0.75  	60	5	250	15	0	15	0.8	0.98	0.939	0.78	0.923	0.8	0.857	0.077	0.78
4.0_64.0	1.0	0.4	0.7_0.75  	60	5	250	15	0	15	0.8	0.98	0.939	0.78	0.923	0.8	0.857	0.077	0.78
8.0_64.0	0.7	0.1	0.7_0.75  	39	0	134	11	0	11	0.78	1.0	0.94	0.78	1.0	0.78	0.876	0.0	0.78
8.0_64.0	0.7	0.2	0.7_0.75  	39	0	134	11	0	11	0.78	1.0	0.94	0.78	1.0	0.78	0.876	0.0	0.78
8.0_64.0	0.8	0.4	0.7_0.75  	39	0	134	11	0	11	0.78	1.0	0.94	0.78	1.0	0.78	0.876	0.0	0.78
8.0_64.0	0.8	0.5	0.7_0.75  	39	0	134	11	0	11	0.78	1.0	0.94	0.78	1.0	0.78	0.876	0.0	0.78
8.0_64.0	0.9	0.6	0.7_0.75  	39	0	134	11	0	11	0.78	1.0	0.94	0.78	1.0	0.78	0.876	0.0	0.78
8.0_64.0	0.9	0.7	0.7_0.75  	39	0	134	11	0	11	0.78	1.0	0.94	0.78	1.0	0.78	0.876	0.0	0.78
8.0_64.0	0.9	0.8	0.7_0.75  	39	0	134	11	0	11	0.78	1.0	0.94	0.78	1.0	0.78	0.876	0.0	0.78
4.0_64.0	0.8	0.0	0.7_0.75  	59	2	253	16	0	16	0.787	0.992	0.945	0.779	0.967	0.787	0.868	0.033	0.779
4.0_64.0	0.9	0.3	0.7_0.75  	59	2	253	16	0	16	0.787	0.992	0.945	0.779	0.967	0.787	0.868	0.033	0.779
4.0_64.0	0.9	0.4	0.7_0.75  	59	2	253	16	0	16	0.787	0.992	0.945	0.779	0.967	0.787	0.868	0.033	0.779
4.0_64.0	0.9	0.5	0.7_0.75  	59	2	253	16	0	16	0.787	0.992	0.945	0.779	0.967	0.787	0.868	0.033	0.779
4.0_64.0	1.1	0.6	0.5       	69	11	769	18	2	16	0.793	0.986	0.967	0.779	0.863	0.793	0.827	0.137	0.779
4.0_64.0	1.3	0.7	0.5       	72	38	742	15	2	13	0.828	0.951	0.939	0.779	0.655	0.828	0.731	0.345	0.779
4.0_64.0	1.3	1.0	0.5       	70	20	760	17	2	15	0.805	0.974	0.957	0.779	0.778	0.805	0.791	0.222	0.779
4.0_64.0	1.2	0.7	0.5       	70	21	759	17	2	15	0.805	0.973	0.956	0.778	0.769	0.805	0.787	0.231	0.778
8.0_64.0	0.9	0.1	0.7_0.75  	40	3	131	10	0	10	0.8	0.978	0.929	0.778	0.93	0.8	0.86	0.07	0.778
8.0_64.0	1.0	0.4	0.7_0.75  	40	3	131	10	0	10	0.8	0.978	0.929	0.778	0.93	0.8	0.86	0.07	0.778
8.0_64.0	1.4	0.6	0.5       	52	50	369	6	0	6	0.897	0.881	0.883	0.778	0.51	0.897	0.65	0.49	0.778
4.0_64.0	1.1	0.4	0.5       	70	23	757	17	2	15	0.805	0.971	0.954	0.776	0.753	0.805	0.778	0.247	0.776
8.0_64.0	0.7	0.1	0.5       	45	0	419	13	0	13	0.776	1.0	0.973	0.776	1.0	0.776	0.874	0.0	0.776
